word,part,n_senses,colour,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex
gaink,sj.,1,blue,0,0,2,0,sj. l xkaka tjuk f ging.,ga in k,k in ga,3,ga,k,5,5,l xkaka tjuk f ging.,,,,,,,,,,,,>1,#6495ED
gaint,sj.,1,blue,0,0,6,0,sj. subt shg lisuvai shlap.,ga in t,t in ga,3,ga,t,4,5,subt shg lisuvai shlap.,,,,,,,,,,,,>1,#6495ED
gakzu,sj.,1,blue,0,0,1,0,sj. thg kytu in hytu el uxaux ginger ishl f sxresh.,ga k zu,zu k ga,3,ga,zu,10,5,thg kytu in hytu el uxaux ginger ishl f sxresh.,,,,,,,,,,,,0-1,#6495ED
gapuita,sj.,1,blue,0,0,1,0,sj. ehg yra gudde f qwq.,ga pu i ta,ta i pu ga,4,ga,ta,5,7,ehg yra gudde f qwq.,,,,,,,,,,,,0-1,#6495ED
gat,k.,1,purple,0,0,0,0,k. cxhht btep vh hmb in hmd in hjju in kai hjju.,ga t,t ga,2,ga,t,11,3,,cxhht btep vh hmb in hmd in hjju in kai hjju.,,,,,,,,,,,0-1,#9370DB
gatira,k.,1,purple,0,0,4,0,k. ja je asj el je bteb o je ja asj el ja bteb. ja ee je pip brye.,ga t i ra,ra i t ga,4,ga,ra,18,6,,ja je asj el je bteb o je ja asj el ja bteb. ja ee je pip brye.,,,,,,,,,,,>1,#9370DB
gato,sj.,1,blue,0,0,8,0,sj. qrfde hucher yutehe kelio.,ga t o,o t ga,3,ga,o,4,4,qrfde hucher yutehe kelio.,,,,,,,,,,,,>1,#6495ED
gazter,sj.,1,blue,0,0,11,0,sj. shlup f deda.,ga z te r,r te z ga,4,ga,r,3,6,shlup f deda.,,,,,,,,,,,,>1,#6495ED
gebr,sj.,1,blue,0,0,3,0,sj. hgasi in sxresh ahk kyso f ykai. vh cxhht z l dyt kyin.,ge b r,r b ge,3,ge,r,13,4,hgasi in sxresh ahk kyso f ykai. vh cxhht z l dyt kyin.,,,,,,,,,,,,>1,#6495ED
gebrli,sj.,1,blue,0,0,0,0,sj. vk zucjch vt alpp uku ginger yre lela tuk.,ge b r li,li r b ge,4,ge,li,9,6,vk zucjch vt alpp uku ginger yre lela tuk.,,,,,,,,,,,,0-1,#6495ED
geder,sj.,1,blue,0,0,4,0,sj. ash kxi f yre kakauke z lela.,ge de r,r de ge,3,ge,r,7,5,ash kxi f yre kakauke z lela.,,,,,,,,,,,,>1,#6495ED
gedhe,sj.,1,blue,0,0,2,0,sj. vs je siuaa f geder.,ge d he,he d ge,3,ge,he,5,5,vs je siuaa f geder.,,,,,,,,,,,,>1,#6495ED
gedher,sj.,1,blue,0,0,7,0,sj. gedhe f lela.,ge d he r,r he d ge,4,ge,r,3,6,gedhe f lela.,,,,,,,,,,,,>1,#6495ED
gega,sj.,1,blue,0,0,38,0,sj. axuaxf yra z eguux.,ge ga,ga ge,2,ge,ga,4,4,axuaxf yra z eguux.,,,,,,,,,,,,>20,#6495ED
gegagu,sj.,1,blue,0,0,12,0,sj. subtet yra ji ee subtat ju yra ji f xihuhesh.,ge ga gu,gu ga ge,3,ge,gu,10,6,subtet yra ji ee subtat ju yra ji f xihuhesh.,,,,,,,,,,,,>1,#6495ED
gege,sj.,1,blue,0,0,6,0,sj. ubva keka f hucher beax f gega. yre ler in yre l lavit ahk yra deqhm.,ge ge,ge ge,2,ge,ge,16,4,ubva keka f hucher beax f gega. yre ler in yre l lavit ahk yra deqhm.,,,,,,,,,,,,>1,#6495ED
geib,sj.,1,blue,0,0,1,0,sj. eishu kadu f gela.,ge i b,b i ge,3,ge,b,4,4,eishu kadu f gela.,,,,,,,,,,,,0-1,#6495ED
gekaw,sj.,1,blue,0,0,0,0,sj. yra kaw gaink in gaint tky. yras shlp aa zucjch tky.,ge ka w,w ka ge,3,ge,w,11,5,yra kaw gaink in gaint tky. yras shlp aa zucjch tky.,,,,,,,,,,,,0-1,#6495ED
gela,sj.,1,blue,0,0,1,0,sj. esjp lela. cxla exiex in uxaux lela shlp.,ge la,la ge,2,ge,la,8,4,esjp lela. cxla exiex in uxaux lela shlp.,,,,,,,,,,,,0-1,#6495ED
gerg,sj.,1,blue,0,0,11,0,sj. subtetaf gingih z yre lela.,ge r g,g r ge,3,ge,g,5,4,subtetaf gingih z yre lela.,,,,,,,,,,,,>1,#6495ED
gerra,sj.,1,blue,0,0,2,0,sj. hgaxi du ykai z guo z yre lela cji lqa. ezugad yras ji cji ishl el cji lqa.,ge r ra,ra r ge,3,ge,ra,18,5,hgaxi du ykai z guo z yre lela cji lqa. ezugad yras ji cji ishl el cji lqa.,,,,,,,,,,,,>1,#6495ED
gerysh,sj.,1,blue,0,0,2,0,sj. ahg yre lela kytu f yra f brysh. ahg yre lela rik f cxhht f brysh.,ge r y sh,sh y r ge,4,ge,sh,16,6,ahg yre lela kytu f yra f brysh. ahg yre lela rik f cxhht f brysh.,,,,,,,,,,,,>1,#6495ED
gezin,sj.,1,blue,0,0,3,0,sj. ahk yre lela ishl f zine z pehut.,ge z in,in z ge,3,ge,in,8,5,ahk yre lela ishl f zine z pehut.,,,,,,,,,,,,>1,#6495ED
giduh,sj.,1,blue,0,0,17,0,sj. ahk yra lela lqa f uku exate.,g i du h,h du i g,4,g,h,7,5,ahk yra lela lqa f uku exate.,,,,,,,,,,,,>1,#6495ED
gin,sj.,1,blue,0,0,4,0,sj. vh qah lava lela.,g in,in g,2,g,in,4,3,vh qah lava lela.,,,,,,,,,,,,>1,#6495ED
ginete,sj.,1,blue,0,0,1,0,sj. gtin. aa guerg. aa gerg. aa lah lela.,g in e te,te e in g,4,g,te,8,6,gtin. aa guerg. aa gerg. aa lah lela.,,,,,,,,,,,,0-1,#6495ED
ging,sj.,1,blue,0,0,103,0,sj. hucher ahk hucher ji f subtet.,g in g,g in g,3,g,g,6,4,hucher ahk hucher ji f subtet.,,,,,,,,,,,,>20,#6495ED
ginga,e.,1,green,0,0,3,0,e. tta luwux ju ging ee ging ji.,g in ga,ga in g,3,g,ga,7,5,,,tta luwux ju ging ee ging ji.,,,,,,,,,,>1,#228B22
ginger,sj.,1,blue,0,0,55,0,sj. 1 yrs lela. 2 yra buk f gege.,g in ge r,r ge in g,4,g,r,7,6,1 yrs lela. 2 yra buk f gege.,,,,,,,,,,,,>20,#6495ED
gingih,sj.,1,blue,0,0,7,0,sj. siuai amsht ji o vh siuai yele vzt bebak f uxaux lela deqhm f gega.,g in g i h,h i g in g,5,g,h,15,6,siuai amsht ji o vh siuai yele vzt bebak f uxaux lela deqhm f gega.,,,,,,,,,,,,>1,#6495ED
ginpu,i.,1,blue,0,0,1,0,i. exiex pul ahk pingu axhk. lagat bpu. xihuhesh z lagat ee ginger bpu. xihuhesh z qahh ee lela bpu. qahh juya kyin lpu. qahh ppicj apu. juya erk apu.,g in pu,pu in g,3,g,pu,29,5,,,,exiex pul ahk pingu axhk. lagat bpu. xihuhesh z lagat ee ginger bpu. xihuhesh z qahh ee lela bpu. qahh juya kyin lpu. qahh ppicj apu. juya erk apu.,,,,,,,,,0-1,#6495ED
ginqer,sj.,1,blue,0,0,0,0,sj. ja ee je uxi asj f yrs lela.,g in qe r,r qe in g,4,g,r,8,6,ja ee je uxi asj f yrs lela.,,,,,,,,,,,,0-1,#6495ED
gintate,k.,1,purple,0,0,0,0,k. vk l taer kyin kytu. igf.,g in ta te,te ta in g,4,g,te,6,7,,vk l taer kyin kytu. igf.,,,,,,,,,,,0-1,#9370DB
glio,e.,1,green,0,0,1,0,e. ginger je rink. taer je ji aa ginger ahk je keka.,g li o,o li g,3,g,o,11,4,,,ginger je rink. taer je ji aa ginger ahk je keka.,,,,,,,,,,0-1,#228B22
gpu,q.,1,tan,0,0,11,0,q. pu gegagu.,g pu,pu g,2,g,pu,2,3,,,,,,,,,pu gegagu.,,,,>1,#D2B48C
gta,sj.,1,blue,0,0,30,0,sj. yre vh ysi f pip asj f lela.,g ta,ta g,2,g,ta,8,3,yre vh ysi f pip asj f lela.,,,,,,,,,,,,>20,#6495ED
gtaf,e.,1,green,0,0,0,0,e. cjja axt ju lela kadu kka exiex erisula ju lela ee lela dkdg.,g ta f,f ta g,3,g,f,13,4,,,cjja axt ju lela kadu kka exiex erisula ju lela ee lela dkdg.,,,,,,,,,,0-1,#228B22
gtar,sj.,1,blue,0,0,1,0,sj. vh etela gatira.,g ta r,r ta g,3,g,r,3,4,vh etela gatira.,,,,,,,,,,,,0-1,#6495ED
gtin,sj.,1,blue,0,0,4,0,sj. pip asj f ysi lela.,g t in,in t g,3,g,in,5,4,pip asj f ysi lela.,,,,,,,,,,,,>1,#6495ED
gua,sj.,1,blue,0,0,4,0,sj. guo z lada.,gu a,a gu,2,gu,a,3,3,guo z lada.,,,,,,,,,,,,>1,#6495ED
gubeli,sj.,1,blue,0,0,2,0,sj. l bebak z gudih.,gu be li,li be gu,3,gu,li,4,6,l bebak z gudih.,,,,,,,,,,,,>1,#6495ED
guda,e.,1,green,0,0,1,0,e. law ahk gudde.,gu da,da gu,2,gu,da,3,4,,,law ahk gudde.,,,,,,,,,,0-1,#228B22
gudda,e.,1,green,0,0,2,0,e. suba gudde.,gu d da,da d gu,3,gu,da,2,5,,,suba gudde.,,,,,,,,,,>1,#228B22
gudde,k.,1,purple,0,0,31,0,k. qvq suba yra ji. am heha ehg yra ji.,gu d de,de d gu,3,gu,de,9,5,,qvq suba yra ji. am heha ehg yra ji.,,,,,,,,,,,>20,#9370DB
gude,e.,1,green,0,0,2,0,e. cxla ahk uxaux lela kytu.,gu de,de gu,2,gu,de,5,4,,,cxla ahk uxaux lela kytu.,,,,,,,,,,>1,#228B22
gudi,e.,1,green,0,0,3,0,e. yk yre uku pehut ji.,gu d i,i d gu,3,gu,i,5,4,,,yk yre uku pehut ji.,,,,,,,,,,>1,#228B22
gudih,sj.,1,blue,0,0,44,1,sj. ginger kadu f sjlup.,gu d i h,h i d gu,4,gu,h,4,5,ginger kadu f sjlup.,,,,,,,,,,,,>20,#6495ED
guerg,sj.,1,blue,0,0,11,0,sj. 1 subtate gingih. 2 subtate gingih z je. yras belu je kagin. yras je sxuk asj.,gu er g,g er gu,3,gu,g,15,5,1 subtate gingih. 2 subtate gingih z je. yras belu je kagin. yras je sxuk asj.,,,,,,,,,,,,>1,#6495ED
guo,sj.,1,blue,0,0,87,2,sj. qrfde l beba z hucher.,gu o,o gu,2,gu,o,5,3,qrfde l beba z hucher.,,,,,,,,,,,,>20,#6495ED
gutiam,sj.,1,blue,0,0,0,0,sj. hhdav pji el yra oraux bteb el je kap lqa. am tair yra ji el je brye.,gu t i am,am i t gu,4,gu,am,17,6,hhdav pji el yra oraux bteb el je kap lqa. am tair yra ji el je brye.,,,,,,,,,,,,0-1,#6495ED
gzg,a.,1,green,0,0,1,0,a. suba lll am olla subb ji.,g z g,g z g,3,g,g,6,3,,,,,suba lll am olla subb ji.,,,,,,,,0-1,#228B22
gzugit,sj.,1,blue,0,0,1,0,sj. yre gingih bebak f yre yele vzt.,g zu g i t,t i g zu g,5,g,t,7,6,yre gingih bebak f yre yele vzt.,,,,,,,,,,,,0-1,#6495ED
hadu,k.,1,purple,0,0,5,0,k. kap kadu.,h a du,du a h,3,h,du,2,4,,kap kadu.,,,,,,,,,,,>1,#9370DB
halq,e.,1,green,0,0,1,0,e. axuax qahh yk dkdg.,h a l q,q l a h,4,h,q,4,4,,,axuax qahh yk dkdg.,,,,,,,,,,0-1,#228B22
hatel,sj.,1,blue,0,0,3,0,sj. gerg z je bebak f sjlup. aosiple subteta je bebak f sjlup.,h a te l,l te a h,4,h,l,12,5,gerg z je bebak f sjlup. aosiple subteta je bebak f sjlup.,,,,,,,,,,,,>1,#6495ED
hba,hh.,1,green,0,0,7,0,hh. uku ahg f yras dkdg.,h ba,ba h,2,h,ba,5,3,,,,,,uku ahg f yras dkdg.,,,,,,,>1,#228B22
heba,k.,1,purple,0,0,23,0,k. kap beba.,he ba,ba he,2,he,ba,2,4,,kap beba.,,,,,,,,,,,>20,#9370DB
hegt,e.,1,green,0,0,1,0,e. iligt guo dsiu f bett.,he g t,t g he,3,he,t,5,4,,,iligt guo dsiu f bett.,,,,,,,,,,0-1,#228B22
heha,sj.,1,blue,0,0,9,0,sj. 1 subb beba f yra. 2 axuaxf yra z cxlia.,he h a,a h he,3,he,a,9,4,1 subb beba f yra. 2 axuaxf yra z cxlia.,,,,,,,,,,,,>1,#6495ED
helu,k.,1,purple,0,0,9,0,k. kap belu.,he lu,lu he,2,he,lu,2,4,,kap belu.,,,,,,,,,,,>1,#9370DB
her,e.,1,green,0,0,1,0,e. hezi ee guo ee dkder z ju lela ehg lela dupi f bett.,he r,r he,2,he,r,13,3,,,hezi ee guo ee dkder z ju lela ehg lela dupi f bett.,,,,,,,,,,0-1,#228B22
heze,sj.,1,blue,0,0,7,0,sj. tair hezi ji el ahk pdep f qrfde deda.,he z e,e z he,3,he,e,9,4,tair hezi ji el ahk pdep f qrfde deda.,,,,,,,,,,,,>1,#6495ED
hezi,sj.,1,blue,0,0,6,0,sj. 1 tair ji el aosiple uxaux lela ishl. 2 taar chge z yre lela ji el aosiple uxaux lela ishl.,he z i,i z he,3,he,i,19,4,1 tair ji el aosiple uxaux lela ishl. 2 taar chge z yre lela ji el aosiple uxaux lela ishl.,,,,,,,,,,,,>1,#6495ED
hezl,e.,1,green,0,0,4,0,e. ehu hezi ee guo ee dkder z ju lela suk vx lela lll in gudih xkaka.,he z l,l z he,3,he,l,16,4,,,ehu hezi ee guo ee dkder z ju lela suk vx lela lll in gudih xkaka.,,,,,,,,,,>1,#228B22
hezp,sj.,1,blue,0,0,0,0,sj. vh du kaw putel gudih ji o putel l bebak ji. am l taar ubva lela brye. pul z cji tku ahk pul z giduh tku ew.,he z p,p z he,3,he,p,27,4,vh du kaw putel gudih ji o putel l bebak ji. am l taar ubva lela brye. pul z cji tku ahk pul z giduh tku ew.,,,,,,,,,,,,0-1,#6495ED
hezt,k.,1,purple,0,0,2,0,k. heze pdep.,he z t,t z he,3,he,t,2,4,,heze pdep.,,,,,,,,,,,>1,#9370DB
hezte,e.,1,green,0,0,3,0,e. ubva hezt.,he z te,te z he,3,he,te,2,5,,,ubva hezt.,,,,,,,,,,>1,#228B22
hgasi,sj.,1,blue,0,0,42,0,sj. l taar in l kauin z hucher.,h ga si,si ga h,3,h,si,7,5,l taar in l kauin z hucher.,,,,,,,,,,,,>20,#6495ED
hgaxi,sj.,1,blue,0,0,7,0,sj. isiga in xsiga hgasi ji.,h ga x i,i x ga h,4,h,i,5,5,isiga in xsiga hgasi ji.,,,,,,,,,,,,>1,#6495ED
hhcx,sj.,1,blue,0,0,1,0,sj. idcx rah lpubal dvt f qvq.,hh cx,cx hh,2,hh,cx,6,4,idcx rah lpubal dvt f qvq.,,,,,,,,,,,,0-1,#6495ED
hhdav,sj.,1,blue,0,0,1,0,sj. yra shg kytu yra lela ishl.,hh da v,v da hh,3,hh,v,6,5,yra shg kytu yra lela ishl.,,,,,,,,,,,,0-1,#6495ED
hhg,k.,1,purple,0,0,14,0,k. kap ahg.,hh g,g hh,2,hh,g,2,3,,kap ahg.,,,,,,,,,,,>1,#9370DB
hhgappx,sj.,1,blue,0,0,0,0,sj. eguux in agappx. hh kuuee.,hh ga pp x,x pp ga hh,4,hh,x,4,7,eguux in agappx. hh kuuee.,,,,,,,,,,,,0-1,#6495ED
hhidte,sj.,1,blue,0,0,0,0,sj. vh je ykai z ja bebak.,hh i d te,te d i hh,4,hh,te,6,6,vh je ykai z ja bebak.,,,,,,,,,,,,0-1,#6495ED
hhk,k.,1,purple,0,0,51,0,k. kap ahk.,hh k,k hh,2,hh,k,2,3,,kap ahk.,,,,,,,,,,,>20,#9370DB
hirle,hh.,1,green,0,0,0,0,hh. hhk airlx.,h i r le,le r i h,4,h,le,2,5,,,,,,hhk airlx.,,,,,,,0-1,#228B22
hjb,sj.,1,blue,0,0,0,0,sj. hmb in kai hmb deqhm.,hj b,b hj,2,hj,b,5,3,hmb in kai hmb deqhm.,,,,,,,,,,,,0-1,#6495ED
hjchai,e.,1,green,0,0,1,0,e. uxaux in axuax el kysi f zuf ji.,hj ch ai,ai ch hj,3,hj,ai,8,6,,,uxaux in axuax el kysi f zuf ji.,,,,,,,,,,0-1,#228B22
hjd,sj.,1,blue,0,0,0,0,sj. hmd in kai hmd deqhm.,hj d,d hj,2,hj,d,5,3,hmd in kai hmd deqhm.,,,,,,,,,,,,0-1,#6495ED
hjezu,sj.,1,blue,0,0,0,0,sj. hjuzu z je.,hj e zu,zu e hj,3,hj,zu,3,5,hjuzu z je.,,,,,,,,,,,,0-1,#6495ED
hji,k.,1,purple,0,0,77,0,k. kap ji.,hj i,i hj,2,hj,i,2,3,,kap ji.,,,,,,,,,,,>20,#9370DB
hjira,k.,1,purple,0,0,1,0,k. yras suba shlup o subb axht.,hj i ra,ra i hj,3,hj,ra,6,5,,yras suba shlup o subb axht.,,,,,,,,,,,0-1,#9370DB
hjja,e.,1,green,0,0,1,0,e. 1 axuax erisula vk ja. 2 vk cjje ee eir vt cjja ee air.,hj ja,ja hj,2,hj,ja,13,4,,,1 axuax erisula vk ja. 2 vk cjje ee eir vt cjja ee air.,,,,,,,,,,0-1,#228B22
hjje,e.,1,green,0,0,1,0,e. 1 axuax erisula vk je. 2 vk cjja ee air vt cjje ee eir.,hj je,je hj,2,hj,je,13,4,,,1 axuax erisula vk je. 2 vk cjja ee air vt cjje ee eir.,,,,,,,,,,0-1,#228B22
hjju,sj.,1,blue,0,0,2,0,sj. hjje in hjja deqhm.,hj ju,ju hj,2,hj,ju,4,4,hjje in hjja deqhm.,,,,,,,,,,,,>1,#6495ED
hjk,k.,1,purple,0,0,0,0,k. ehu hhk.,hj k,k hj,2,hj,k,2,3,,ehu hhk.,,,,,,,,,,,0-1,#9370DB
hjlesu,e.,1,green,0,0,0,0,e. sxzu xux je akudep kat zukasu hhk je kyso.,hj le su,su le hj,3,hj,su,9,6,,,sxzu xux je akudep kat zukasu hhk je kyso.,,,,,,,,,,0-1,#228B22
hjter,sj.,1,blue,0,0,6,0,sj. jipuqr vx ppicj.,hj te r,r te hj,3,hj,r,3,5,jipuqr vx ppicj.,,,,,,,,,,,,>1,#6495ED
hjtira,e.,1,green,0,0,0,0,e. uzuini belu je ilain btebe am alpp lpu el je kap lqa.,hj t i ra,ra i t hj,4,hj,ra,12,6,,,uzuini belu je ilain btebe am alpp lpu el je kap lqa.,,,,,,,,,,0-1,#228B22
hjuzu,sj.,1,blue,0,0,1,0,sj. 1 thg hytu f sxresh f gaeif. 2 xsiga ji el gakzu ishl f yras.,hj u zu,zu u hj,3,hj,zu,14,5,1 thg hytu f sxresh f gaeif. 2 xsiga ji el gakzu ishl f yras.,,,,,,,,,,,,0-1,#6495ED
hkdg,k.,1,purple,0,0,36,0,k. kap dkdg.,h k d g,g d k h,4,h,g,2,4,,kap dkdg.,,,,,,,,,,,>20,#9370DB
hkudep,k.,1,purple,0,0,5,0,k. kap akudep.,h ku de p,p de ku h,4,h,p,2,6,,kap akudep.,,,,,,,,,,,>1,#9370DB
hmb,e.,1,green,0,0,3,0,e. vk cjja vt cjje.,hm b,b hm,2,hm,b,4,3,,,vk cjja vt cjje.,,,,,,,,,,>1,#228B22
hmbaao,sj.,1,blue,0,0,4,0,sj. xihuhesh z ja ee je f buk. raiko lpu bteb.,hm ba ao,ao ba hm,3,hm,ao,10,6,xihuhesh z ja ee je f buk. raiko lpu bteb.,,,,,,,,,,,,>1,#6495ED
hmd,e.,1,green,0,0,3,0,e. vk air vt eir.,hm d,d hm,2,hm,d,4,3,,,vk air vt eir.,,,,,,,,,,>1,#228B22
hmlup,sj.,1,blue,0,0,1,0,sj. utu ging hmt ska f sjlup.,hm lu p,p lu hm,3,hm,p,6,5,utu ging hmt ska f sjlup.,,,,,,,,,,,,0-1,#6495ED
hmt,a.,2,green,0,0,7,0,a. sepsi exate hadu. e. xyki ju yra ee yra dkdg. ahk yras ppicj vx xyki.,hm t,t hm,2,hm,t,14,3,,,xyki ju yra ee yra dkdg. ahk yras ppicj vx xyki.,,sepsi exate hadu.,,,,,,,,>1,#228B22
hsj,k.,1,purple,0,0,4,0,k. kap asj.,h sj,sj h,2,h,sj,2,3,,kap asj.,,,,,,,,,,,>1,#9370DB
hsxdu,e.,1,green,0,0,1,0,e. xzt gegagu hkdg o bipu ee blih akudep.,h sx du,du sx h,3,h,du,8,5,,,xzt gegagu hkdg o bipu ee blih akudep.,,,,,,,,,,0-1,#228B22
htu,e.,1,green,0,0,2,0,e. hhk kytu.,h tu,tu h,2,h,tu,2,3,,,hhk kytu.,,,,,,,,,,>1,#228B22
huaho,sj.,1,blue,0,0,0,0,sj. l asj hhk je akudep f yre gedher.,hu a h o,o h a hu,4,hu,o,8,5,l asj hhk je akudep f yre gedher.,,,,,,,,,,,,0-1,#6495ED
huat,e.,1,green,0,0,0,0,e. zju je sxuk asx.,hu a t,t a hu,3,hu,t,4,4,,,zju je sxuk asx.,,,,,,,,,,0-1,#228B22
hubui,sj.,1,blue,0,0,0,0,sj. liu lela ehu dku sxresh kysa.,hu bu i,i bu hu,3,hu,i,6,5,liu lela ehu dku sxresh kysa.,,,,,,,,,,,,0-1,#6495ED
hucher,sj.,1,blue,0,0,38,0,sj. ginger in kai ginger.,hu ch er,er ch hu,3,hu,er,4,6,ginger in kai ginger.,,,,,,,,,,,,>20,#6495ED
hudaw,a.,1,green,0,0,2,0,a. vh ju kaw aa vh kaw bebak.,hu da w,w da hu,3,hu,w,7,5,,,,,vh ju kaw aa vh kaw bebak.,,,,,,,,>1,#228B22
huhesh,sj.,1,blue,0,0,0,0,sj. iligt ee ging ee qahh f xihuhesh.,hu he sh,sh he hu,3,hu,sh,7,6,iligt ee ging ee qahh f xihuhesh.,,,,,,,,,,,,0-1,#6495ED
huji,sj.,1,blue,0,0,3,0,sj. vk dutu ysi rink f axuaxf ging.,hu ji,ji hu,2,hu,ji,7,4,vk dutu ysi rink f axuaxf ging.,,,,,,,,,,,,>1,#6495ED
hurer,a.,2,green,0,0,1,0,a. uxaux ging kadu. e. uxaux ging dkdg.,hu re r,r re hu,3,hu,r,6,5,,,uxaux ging dkdg.,,uxaux ging kadu.,,,,,,,,0-1,#228B22
husj,k.,1,purple,0,0,4,0,k. ging tre el plu uxaux vzt chsiv.,hu sj,sj hu,2,hu,sj,7,4,,ging tre el plu uxaux vzt chsiv.,,,,,,,,,,,>1,#9370DB
hut,q.,1,tan,0,0,9,0,q. ehut ji.,hu t,t hu,2,hu,t,2,3,,,,,,,,,ehut ji.,,,,>1,#D2B48C
hute,e.,1,green,0,0,2,0,e. beba am ginger kap bcx.,hu te,te hu,2,hu,te,5,4,,,beba am ginger kap bcx.,,,,,,,,,,>1,#228B22
huter,sj.,1,blue,0,0,1,0,sj. jipuqr kap vx ppicj.,hu te r,r te hu,3,hu,r,4,5,jipuqr kap vx ppicj.,,,,,,,,,,,,0-1,#6495ED
huti,q.,1,tan,0,0,1,0,q. ahk uxaux lela vztu.,hu t i,i t hu,3,hu,i,4,4,,,,,,,,,ahk uxaux lela vztu.,,,,0-1,#D2B48C
hutl,sj.,1,blue,0,0,13,0,sj. vh wux yras yk kyv in fjah. yra l wux.,hu t l,l t hu,3,hu,l,10,4,vh wux yras yk kyv in fjah. yra l wux.,,,,,,,,,,,,>1,#6495ED
hxtes,sj.,1,blue,0,0,0,0,sj. htu ging z laf kyso plu yra. kauin ji el cxla ishl vx jaai jitas.,h x te s,s te x h,4,h,s,15,5,htu ging z laf kyso plu yra. kauin ji el cxla ishl vx jaai jitas.,,,,,,,,,,,,0-1,#6495ED
hytu,k.,1,purple,0,0,6,0,k. kap kytu.,h y tu,tu y h,3,h,tu,2,4,,kap kytu.,,,,,,,,,,,>1,#9370DB
hztl,k.,1,purple,0,0,2,0,k. vk yra hezl akudep.,h z t l,l t z h,4,h,l,4,4,,vk yra hezl akudep.,,,,,,,,,,,>1,#9370DB
iakyd,i.,1,blue,0,0,0,0,i. je belu bpu. gta in deqa gedher. hhk je ulio kat aizt subt hji. gta zaxt lpu el ahg je vtek. am yra thg je asj. lpupl l akydep je ahk yra kyso.,i a k y d,d y k a i,5,i,d,33,5,,,,je belu bpu. gta in deqa gedher. hhk je ulio kat aizt subt hji. gta zaxt lpu el ahg je vtek. am yra thg je asj. lpupl l akydep je ahk yra kyso.,,,,,,,,,0-1,#6495ED
ibaax,i.,1,blue,0,0,0,0,i. leax ubva je asj. bataam yra ji. guo z yra je asx. aoer z yra je asx. am l hhk yra ji. ehjr yra ji.,i ba ax,ax ba i,3,i,ax,25,5,,,,leax ubva je asj. bataam yra ji. guo z yra je asx. aoer z yra je asx. am l hhk yra ji. ehjr yra ji.,,,,,,,,,0-1,#6495ED
ibaer,i.,1,blue,0,0,0,0,i. l hhk f lela je inlt asj kat pleh yras ji dust yras ee je utei. yk belu yras atek ee ppicj. am ulio el atek ee ppicj f yre law ee gegagu ji. pbaer.,i ba er,er ba i,3,i,er,35,5,,,,l hhk f lela je inlt asj kat pleh yras ji dust yras ee je utei. yk belu yras atek ee ppicj. am ulio el atek ee ppicj f yre law ee gegagu ji. pbaer.,,,,,,,,,0-1,#6495ED
iblug,e.,1,green,0,0,2,0,e. uxauxf blug dkdg. yra sxzu lela tla.,i b lu g,g lu b i,4,i,g,7,5,,,uxauxf blug dkdg. yra sxzu lela tla.,,,,,,,,,,>1,#228B22
icjch,i.,1,blue,0,0,0,0,i. gta je hkdg el hsxdu je akudep f gegagu ji el je ishl vh subteta. am vh subt o zucjch je xhht el je lqa.,i cj ch,ch cj i,3,i,ch,25,5,,,,gta je hkdg el hsxdu je akudep f gegagu ji el je ishl vh subteta. am vh subt o zucjch je xhht el je lqa.,,,,,,,,,0-1,#6495ED
idcx,sj.,1,blue,0,0,10,0,sj. yra vzti pdep f kyv.,i d cx,cx d i,3,i,cx,5,4,yra vzti pdep f kyv.,,,,,,,,,,,,>1,#6495ED
idocxl,sj.,1,blue,0,0,0,0,sj. yra luwux qwq deqhm. i kuuee.,i d o cx l,l cx o d i,5,i,l,5,6,yra luwux qwq deqhm. i kuuee.,,,,,,,,,,,,0-1,#6495ED
iduaxp,i.,1,blue,0,0,0,0,i. liaax asx el du jaraq dkdg. hut vx puel liaax z cji yras lela kap asx. dku liaax ahk je asx chley. lpupl du liaax ahk je akydep.,i du ax p,p ax du i,4,i,p,28,6,,,,liaax asx el du jaraq dkdg. hut vx puel liaax z cji yras lela kap asx. dku liaax ahk je asx chley. lpupl du liaax ahk je akydep.,,,,,,,,,0-1,#6495ED
igabl,e.,1,green,0,0,0,0,e. tata z ja je lisuvai kadu.,i ga b l,l b ga i,4,i,l,6,5,,,tata z ja je lisuvai kadu.,,,,,,,,,,0-1,#228B22
igebl,e.,1,green,0,0,1,0,e. je apda kap cxs el je akydep.,i ge b l,l b ge i,4,i,l,7,5,,,je apda kap cxs el je akydep.,,,,,,,,,,0-1,#228B22
igf,k.,1,purple,0,0,11,0,k. plu sxuk ekin vk kyin.,i g f,f g i,3,i,f,5,3,,plu sxuk ekin vk kyin.,,,,,,,,,,,>1,#9370DB
