word,word_trans,part,part_trans,n_senses,colour,colour_trans,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,chars_untranslated,translated,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex,eng_def_sj,eng_def_k,eng_def_e,eng_def_i,eng_def_a,eng_def_hh,eng_def_bu,eng_def_p,eng_def_q,eng_def_cj,eng_def_r,eng_def_y
ejami,,e.,,1,green,adjective/determiner,0,0,0,0,e. ja ralio je rek el je belu. ja bezu je ulio dast sxzu uami je iji. ja belu je liso tku kat amx je eji. ysi yux subb amsht z je ji. uami je ji. je yra ejlip.,77,e. (me) ralio (you) rek el (you) belu. (me) bezu (you) ulio dast sxzu uami (you) iji. (me) belu (you) liso tku kat amx (you) eji. (TWO) (SEVEN) subb amsht z (you) (is). uami (you) (is). (you) (that) ejlip.,ej am i,i am ej,3,ej,i,38,5,,,ja ralio je rek el je belu. ja bezu je ulio dast sxzu uami je iji. ja belu je liso tku kat amx je eji. ysi yux subb amsht z je ji. uami je ji. je yra ejlip.,,,,,,,,,,0-1,#228B22,,,(me) ralio (you) rek el (you) belu. (me) bezu (you) ulio dast sxzu uami (you) iji. (me) belu (you) liso tku kat amx (you) eji. (TWO) (SEVEN) subb amsht z (you) (is). uami (you) (is). (you) (that) ejlip.,,,,,,,,,
eje,yesterday,cj.,,1,orange,pronoun/number/base,0,1,2,0,cj. subtetaf je.,,cj. (beforehand) (you).,ej e,e ej,2,ej,e,2,3,,,,,,,,,,subtetaf je.,,,>1,#FFA500,,,,,,,,,,(beforehand) (you).,,
eji,,k.,,1,purple,verb/adverb/article,0,0,9,0,k. ehg ji. am subb hji.,10,k. ehg (is). am subb (isn't).,ej i,i ej,2,ej,i,5,3,,ehg ji. am subb hji.,,,,,,,,,,,>1,#9370DB,,ehg (is). am subb (isn't).,,,,,,,,,,
ejk,,k.,,1,purple,verb/adverb/article,0,0,6,0,k. ehu ahk.,7,k. ehu ahk.,ej k,k ej,2,ej,k,2,3,,ehu ahk.,,,,,,,,,,,>1,#9370DB,,ehu ahk.,,,,,,,,,,
ejlip,,k.,,1,purple,verb/adverb/article,0,0,7,0,k. kauin ehg kyin el helu aa ejlpp ji.,26,k. kauin ehg kyin el helu aa ejlpp (is).,ej li p,p li ej,3,ej,p,8,5,,kauin ehg kyin el helu aa ejlpp ji.,,,,,,,,,,,>1,#9370DB,,kauin ehg kyin el helu aa ejlpp (is).,,,,,,,,,,
ejlpp,,e.,,1,green,adjective/determiner,0,0,1,0,e. vh qah kauin subb akudep ji.,19,e. (at) qah kauin subb akudep (is).,ej l pp,pp l ej,3,ej,pp,6,5,,,vh qah kauin subb akudep ji.,,,,,,,,,,0-1,#228B22,,,(at) qah kauin subb akudep (is).,,,,,,,,,
ekin,,sj.,,1,blue,NOUN,0,0,3,0,sj. sxuk belu f ging in akudep.,21,sj. sxuk belu f ging (or) akudep.,e k in,in k e,3,e,in,6,4,sxuk belu f ging in akudep.,,,,,,,,,,,,>1,#6495ED,sxuk belu f ging (or) akudep.,,,,,,,,,,,
el,,bu.,,1,tan,conjunction,0,1,198,0,bu. ysi eeluz shlp f gega. vh cjdahh eeluz bteb. ju yra ahk dr tuk aa yra tuk. xzt eeluz yra ji o ju yra ee yra f dsxl kadu.,62,bu. (TWO) eeluz shlp f gega. (at) cjdahh eeluz bteb. (add/mix) (that) ahk dr tuk aa (that) tuk. xzt eeluz (that) (is) o (add/mix) (that) (AND) (that) f dsxl kadu.,e l,l e,2,e,l,29,2,,,,,,,ysi eeluz shlp f gega. vh cjdahh eeluz bteb. ju yra ahk dr tuk aa yra tuk. xzt eeluz yra ji o ju yra ee yra f dsxl kadu.,,,,,,>20,#D2B48C,,,,,,,(TWO) eeluz shlp f gega. (at) cjdahh eeluz bteb. (add/mix) (that) ahk dr tuk aa (that) tuk. xzt eeluz (that) (is) o (add/mix) (that) (AND) (that) f dsxl kadu.,,,,,
elau,,e.,,1,green,adjective/determiner,0,0,4,0,e. uxauxf in uxaux qatub dkdg.,21,e. uxauxf (or) uxaux qatub dkdg.,e la u,u la e,3,e,u,5,4,,,uxauxf in uxaux qatub dkdg.,,,,,,,,,,>1,#228B22,,,uxauxf (or) uxaux qatub dkdg.,,,,,,,,,
elipp,,sj.,,1,blue,NOUN,0,0,0,0,sj. dust xux je ji o suba heba f exiex pul kyin. sxi qlat el subt z l beak yra kyso.,46,sj. dust xux (you) (is) o suba (end) f exiex pul kyin. sxi qlat el (now) z l beak (that) kyso.,e li pp,pp li e,3,e,pp,20,5,dust xux je ji o suba heba f exiex pul kyin. sxi qlat el subt z l beak yra kyso.,,,,,,,,,,,,0-1,#6495ED,dust xux (you) (is) o suba (end) f exiex pul kyin. sxi qlat el (now) z l beak (that) kyso.,,,,,,,,,,,
erisula,,sj.,,1,blue,NOUN,0,0,6,0,sj. gato z cxhht.,12,sj. gato z cxhht.,er i su la,la su i er,4,er,la,3,7,gato z cxhht.,,,,,,,,,,,,>1,#6495ED,gato z cxhht.,,,,,,,,,,,
erk,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. idcx dvt.,8,k. idcx dvt.,er k,k er,2,er,k,2,3,,idcx dvt.,,,,,,,,,,,>1,#9370DB,,idcx dvt.,,,,,,,,,,
esjip,,e.,,1,green,adjective/determiner,0,0,1,0,e. vh etela ging luux ska.,17,e. (at) etela ging luux ska.,e sj i p,p i sj e,4,e,p,5,5,,,vh etela ging luux ska.,,,,,,,,,,0-1,#228B22,,,(at) etela ging luux ska.,,,,,,,,,
esjp,,e.,,1,green,adjective/determiner,0,0,1,0,e. ubva shlp.,9,e. ubva shlp.,e sj p,p sj e,3,e,p,2,4,,,ubva shlp.,,,,,,,,,,0-1,#228B22,,,ubva shlp.,,,,,,,,,
etabu,,e.,,1,green,adjective/determiner,0,0,1,0,e. teer belu je atek. oley gerg z je ji el je belu.,28,e. teer belu (you) atek. oley gerg z (you) (is) el (you) belu.,e ta bu,bu ta e,3,e,bu,12,5,,,teer belu je atek. oley gerg z je ji el je belu.,,,,,,,,,,0-1,#228B22,,,teer belu (you) atek. oley gerg z (you) (is) el (you) belu.,,,,,,,,,
etela,,sj.,,1,blue,NOUN,0,0,8,0,sj. etla yras lela.,10,sj. etla yras (time).,e te la,la te e,3,e,la,3,5,etla yras lela.,,,,,,,,,,,,>1,#6495ED,etla yras (time).,,,,,,,,,,,
etla,,e.,,1,green,adjective/determiner,0,0,1,0,e. pip tla.,7,e. pip tla.,e t la,la t e,3,e,la,2,4,,,pip tla.,,,,,,,,,,0-1,#228B22,,,pip tla.,,,,,,,,,
etu,,e.,,1,green,adjective/determiner,0,0,2,0,e. ahk kytu.,8,e. ahk kytu.,e tu,tu e,2,e,tu,2,3,,,ahk kytu.,,,,,,,,,,>1,#228B22,,,ahk kytu.,,,,,,,,,
eut,,e.,,1,green,adjective/determiner,0,0,1,0,e. kap lav.,4,e. (not) lav.,e u t,t u e,3,e,t,2,3,,,kap lav.,,,,,,,,,,0-1,#228B22,,,(not) lav.,,,,,,,,,
evamt,,sj.,,1,blue,NOUN,0,0,1,0,sj. sxresh kysi.,12,sj. sxresh kysi.,e v am t,t am v e,4,e,t,2,5,sxresh kysi.,,,,,,,,,,,,0-1,#6495ED,sxresh kysi.,,,,,,,,,,,
ew,,k.,,1,purple,verb/adverb/article,0,0,7,0,k. vk hgasi z l gudde sxi inlt rik.,20,k. (to/do) hgasi z l gudde sxi inlt (look/move).,e w,w e,2,e,w,8,2,,vk hgasi z l gudde sxi inlt rik.,,,,,,,,,,,>1,#9370DB,,(to/do) hgasi z l gudde sxi inlt (look/move).,,,,,,,,,,
ewer,,sj.,,1,blue,NOUN,0,0,9,0,sj. 1 ewi lela in deda. 2 ju deda ew f deda.,22,sj. 1 ewi (time) (or) deda. 2 (add/mix) deda ew f deda.,e w er,er w e,3,e,er,10,4,1 ewi lela in deda. 2 ju deda ew f deda.,,,,,,,,,,,,>1,#6495ED,1 ewi (time) (or) deda. 2 (add/mix) deda ew f deda.,,,,,,,,,,,
ewi,,e.,,1,green,adjective/determiner,0,0,1,0,e. ahk ew.,6,e. ahk ew.,e w i,i w e,3,e,i,2,3,,,ahk ew.,,,,,,,,,,0-1,#228B22,,,ahk ew.,,,,,,,,,
exate,,sj.,,1,blue,NOUN,0,0,3,0,sj. vzt ee sjlup sub uxi tuk f qvq.,18,sj. vzt (AND) (place/direction/area) sub uxi tuk f qvq.,ex a te,te a ex,3,ex,te,8,5,vzt ee sjlup sub uxi tuk f qvq.,,,,,,,,,,,,>1,#6495ED,vzt (AND) (place/direction/area) sub uxi tuk f qvq.,,,,,,,,,,,
exiex,,hh.,,1,green,adjective/determiner,0,0,25,0,hh. kap axuax ee kap uxaux.,12,hh. (not) axuax (AND) (not) uxaux.,ex i ex,ex i ex,3,ex,ex,5,5,,,,,,kap axuax ee kap uxaux.,,,,,,,>20,#228B22,,,,,,(not) axuax (AND) (not) uxaux.,,,,,,
exiexf,,e.,,1,green,adjective/determiner,0,0,2,0,e. exiex f hgasi dkdg.,16,e. exiex f hgasi dkdg.,ex i ex f,f ex i ex,4,ex,f,4,6,,,exiex f hgasi dkdg.,,,,,,,,,,>1,#228B22,,,exiex f hgasi dkdg.,,,,,,,,,
eytu,,e.,,1,green,adjective/determiner,0,0,1,0,e. ehut el yra kytu ji.,11,e. ehut el (that) kytu (is).,e y tu,tu y e,3,e,tu,5,4,,,ehut el yra kytu ji.,,,,,,,,,,0-1,#228B22,,,ehut el (that) kytu (is).,,,,,,,,,
ezugad,,e.,,1,green,adjective/determiner,0,0,8,0,e. qatub dkdg.,10,e. qatub dkdg.,e zu ga d,d ga zu e,4,e,d,2,6,,,qatub dkdg.,,,,,,,,,,>1,#228B22,,,qatub dkdg.,,,,,,,,,
ezuged,,e.,,1,green,adjective/determiner,0,0,0,0,e. oley l kalao ji el ishl.,17,e. oley l kalao (is) el ishl.,e zu ge d,d ge zu e,4,e,d,6,6,,,oley l kalao ji el ishl.,,,,,,,,,,0-1,#228B22,,,oley l kalao (is) el ishl.,,,,,,,,,
ezugud,,e.,,1,green,adjective/determiner,0,0,1,0,e. plu yra ahk tkr.,10,e. plu (that) ahk tkr.,e zu gu d,d gu zu e,4,e,d,4,6,,,plu yra ahk tkr.,,,,,,,,,,0-1,#228B22,,,plu (that) ahk tkr.,,,,,,,,,
f,,bu.,,1,tan,conjunction,0,1,366,0,bu. subtat subtet bteb deqhm. gega in axuaxf eeluz subtat ji.,21,bu. (FUTURE) (PAST) bteb (WORD). gega (or) axuaxf eeluz (FUTURE) (is).,f,f,1,f,,10,1,,,,,,,subtat subtet bteb deqhm. gega in axuaxf eeluz subtat ji.,,,,,,>20,#D2B48C,,,,,,,(FUTURE) (PAST) bteb (WORD). gega (or) axuaxf eeluz (FUTURE) (is).,,,,,
fakpul,,i.,ISTORY,1,blue,NOUN,0,0,1,0,i. aka inlt kysi el puel kyso. vh l beak ee etela cxlu puel ji. dust yre lela je asx o puel yra dkdg. xzt vk je aka yra kap kyv o ja yra ji.,66,i. aka inlt kysi el puel kyso. (at) l beak (AND) etela cxlu puel (is). dust (this) (time) (you) asx o puel (that) dkdg. xzt (to/do) (you) aka (that) (not) kyv o (me) (that) (is).,f a k pu l,l pu k a f,5,f,l,34,6,,,,aka inlt kysi el puel kyso. vh l beak ee etela cxlu puel ji. dust yre lela je asx o puel yra dkdg. xzt vk je aka yra kap kyv o ja yra ji.,,,,,,,,,0-1,#6495ED,,,,aka inlt kysi el puel kyso. (at) l beak (AND) etela cxlu puel (is). dust (this) (time) (you) asx o puel (that) dkdg. xzt (to/do) (you) aka (that) (not) kyv o (me) (that) (is).,,,,,,,,
fapvog,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. ginga gaink ee gaing ji. xyki def hkdg el kap luwux dr hji. siuaa ovo def hkdg kat ovo kap lisu ginger dkdg.,66,i. ginga gaink (AND) gaing (is). xyki def hkdg el (not) luwux dr (isn't). (mixed) ovo def hkdg kat ovo (not) lisu ginger dkdg.,f a p v o g,g o v p a f,6,f,g,23,6,,,,ginga gaink ee gaing ji. xyki def hkdg el kap luwux dr hji. siuaa ovo def hkdg kat ovo kap lisu ginger dkdg.,,,,,,,,,0-1,#6495ED,,,,ginga gaink (AND) gaing (is). xyki def hkdg el (not) luwux dr (isn't). (mixed) ovo def hkdg kat ovo (not) lisu ginger dkdg.,,,,,,,,
fasjh,,i.,ISTORY,1,blue,NOUN,0,0,1,0,i. l hhk f lela je inlt asj kat plahe vk je yras f l asj ji lpupl tta guo yra l asj ji. guo z yras je belu am tta guo vk yras je ji. l asj z qahh yra xdet.,82,i. l hhk f (time) (you) inlt asj kat plahe (to/do) (you) yras f l asj (is) lpupl tta guo (that) l asj (is). guo z yras (you) belu am tta guo (to/do) yras (you) (is). l asj z qahh (that) xdet.,f a sj h,h sj a f,4,f,h,41,5,,,,l hhk f lela je inlt asj kat plahe vk je yras f l asj ji lpupl tta guo yra l asj ji. guo z yras je belu am tta guo vk yras je ji. l asj z qahh yra xdet.,,,,,,,,,0-1,#6495ED,,,,l hhk f (time) (you) inlt asj kat plahe (to/do) (you) yras f l asj (is) lpupl tta guo (that) l asj (is). guo z yras (you) belu am tta guo (to/do) yras (you) (is). l asj z qahh (that) xdet.,,,,,,,,
fatezh,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. zucjch thg beba. vh yra lela airlx o subtet fgah. qah subtat hadu. vh yra subtat heba. kat zucjch yra ji.,24,i. (DEATH) thg (begin). (at) (that) (time) airlx o (PAST) fgah. qah (FUTURE) hadu. (at) (that) (FUTURE) (end). kat (DEATH) (that) (is).,f a te z h,h z te a f,5,f,h,21,6,,,,zucjch thg beba. vh yra lela airlx o subtet fgah. qah subtat hadu. vh yra subtat heba. kat zucjch yra ji.,,,,,,,,,0-1,#6495ED,,,,(DEATH) thg (begin). (at) (that) (time) airlx o (PAST) fgah. qah (FUTURE) hadu. (at) (that) (FUTURE) (end). kat (DEATH) (that) (is).,,,,,,,,
fatvz,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. uxaux vzt suba je werx. uxaux iligt suba je werx. uxaux qahh aidu. am hhg ejlip. gaint yk shg tla.,71,i. uxaux vzt suba (you) werx. uxaux iligt suba (you) werx. uxaux qahh aidu. am hhg ejlip. gaint yk shg tla.,f a t v z,z v t a f,5,f,z,20,5,,,,uxaux vzt suba je werx. uxaux iligt suba je werx. uxaux qahh aidu. am hhg ejlip. gaint yk shg tla.,,,,,,,,,0-1,#6495ED,,,,uxaux vzt suba (you) werx. uxaux iligt suba (you) werx. uxaux qahh aidu. am hhg ejlip. gaint yk shg tla.,,,,,,,,
faxgu,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. axuaxf ging uxauxf ging kyin lpu. uxauxf ging axhk in axlk.,46,i. axuaxf ging uxauxf ging kyin lpu. uxauxf ging axhk (or) axlk.,f ax gu,gu ax f,3,f,gu,11,5,,,,axuaxf ging uxauxf ging kyin lpu. uxauxf ging axhk in axlk.,,,,,,,,,0-1,#6495ED,,,,axuaxf ging uxauxf ging kyin lpu. uxauxf ging axhk (or) axlk.,,,,,,,,
fbeeg,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. ging eguux ji. vk beba ging lela ahg. vk beba eguux kap thg lela ahg. am lela lela ji aozh qah ishl. eguux qah ahg.,52,i. ging eguux (is). (to/do) (begin) ging (time) ahg. (to/do) (begin) eguux (not) thg (time) ahg. am (time) (time) (is) aozh qah ishl. eguux qah ahg.,f be e g,g e be f,4,f,g,25,5,,,,ging eguux ji. vk beba ging lela ahg. vk beba eguux kap thg lela ahg. am lela lela ji aozh qah ishl. eguux qah ahg.,,,,,,,,,0-1,#6495ED,,,,ging eguux (is). (to/do) (begin) ging (time) ahg. (to/do) (begin) eguux (not) thg (time) ahg. am (time) (time) (is) aozh qah ishl. eguux qah ahg.,,,,,,,,
fbeka,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. thg lela ubei. kat ubei o ahk lela tabir pip asj. yre ler l akydep eguux ji.,45,i. thg (time) ubei. kat ubei o ahk (time) tabir pip asj. (this) ler l akydep eguux (is).,f be ka,ka be f,3,f,ka,17,5,,,,thg lela ubei. kat ubei o ahk lela tabir pip asj. yre ler l akydep eguux ji.,,,,,,,,,0-1,#6495ED,,,,thg (time) ubei. kat ubei o ahk (time) tabir pip asj. (this) ler l akydep eguux (is).,,,,,,,,
fbeprs,,i.,ISTORY,1,blue,NOUN,0,0,1,0,i. gazter z gega ee aiguux oraux ji. qahh gega ee aiguux ji pu. hut pdepr gega yk ji. btebr aiguux ji. tae aiguux gega shlp. hut btebr pdepr shlp.,71,i. gazter z gega (AND) aiguux (read) (is). qahh gega (AND) aiguux (is) (?). hut (myself) gega yk (is). (yourself) aiguux (is). tae aiguux gega shlp. hut (yourself) (myself) shlp.,f be p r s,s r p be f,5,f,s,29,6,,,,gazter z gega ee aiguux oraux ji. qahh gega ee aiguux ji pu. hut pdepr gega yk ji. btebr aiguux ji. tae aiguux gega shlp. hut btebr pdepr shlp.,,,,,,,,,0-1,#6495ED,,,,gazter z gega (AND) aiguux (read) (is). qahh gega (AND) aiguux (is) (?). hut (myself) gega yk (is). (yourself) aiguux (is). tae aiguux gega shlp. hut (yourself) (myself) shlp.,,,,,,,,
fchht,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. cxhht bpu. liuzu z gudih baali bki. cxhht axdacj ee liuzu z gudih bki. lpupl cxhht l bebak z lela bki.,73,i. cxhht bpu. liuzu z gudih baali bki. cxhht axdacj (AND) liuzu z gudih bki. lpupl cxhht l bebak z (time) bki.,f ch h t,t h ch f,4,f,t,21,5,,,,cxhht bpu. liuzu z gudih baali bki. cxhht axdacj ee liuzu z gudih bki. lpupl cxhht l bebak z lela bki.,,,,,,,,,0-1,#6495ED,,,,cxhht bpu. liuzu z gudih baali bki. cxhht axdacj (AND) liuzu z gudih bki. lpupl cxhht l bebak z (time) bki.,,,,,,,,
fchhtl,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. cxhht lela bki lpu.,12,i. cxhht (time) bki lpu.,f ch h t l,l t h ch f,5,f,l,4,6,,,,cxhht lela bki lpu.,,,,,,,,,0-1,#6495ED,,,,cxhht (time) bki lpu.,,,,,,,,
fcjpul,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. cjdahh du lela ji. ash ahk puel alpp lpubul aka.,28,i. cjdahh du (time) (is). ash ahk puel (BIRTH) lpubul aka.,f cj pu l,l pu cj f,4,f,l,10,6,,,,cjdahh du lela ji. ash ahk puel alpp lpubul aka.,,,,,,,,,0-1,#6495ED,,,,cjdahh du (time) (is). ash ahk puel (BIRTH) lpubul aka.,,,,,,,,
fcxht,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. ahk juya axhk. yre lela yra juya hji. dyt f cxhht ee dvt f cxhht dsiu.,38,i. ahk juya axhk. (this) (time) (that) juya (isn't). dyt f cxhht (AND) dvt f cxhht dsiu.,f cx h t,t h cx f,4,f,t,16,5,,,,ahk juya axhk. yre lela yra juya hji. dyt f cxhht ee dvt f cxhht dsiu.,,,,,,,,,0-1,#6495ED,,,,ahk juya axhk. (this) (time) (that) juya (isn't). dyt f cxhht (AND) dvt f cxhht dsiu.,,,,,,,,
fcxinl,,i.,ISTORY,1,blue,NOUN,0,0,1,0,i. laf in daf kauin ging cxs lpu. vk cji dupi hba vzt hkdg el lela l xkaka kyso. kauin yra kytu el lela kyso bteb am olla kauin kytu f gegagu cji hji.,86,i. (delay) (or) daf kauin ging cxs lpu. (to/do) (today) dupi hba vzt hkdg el (time) l xkaka kyso. kauin (that) kytu el (time) kyso bteb am olla kauin kytu f gegagu (today) (isn't).,f cx in l,l in cx f,4,f,l,33,6,,,,laf in daf kauin ging cxs lpu. vk cji dupi hba vzt hkdg el lela l xkaka kyso. kauin yra kytu el lela kyso bteb am olla kauin kytu f gegagu cji hji.,,,,,,,,,0-1,#6495ED,,,,(delay) (or) daf kauin ging cxs lpu. (to/do) (today) dupi hba vzt hkdg el (time) l xkaka kyso. kauin (that) kytu el (time) kyso bteb am olla kauin kytu f gegagu (today) (isn't).,,,,,,,,
fdahra,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. l wux bpu. ja ee je uxi beba f sjlup pu. dahpu yra ji pu. dast ja ee je taga o dahpu jef hkdg am wuh ja ee je ji. dest lef taga o dahpu dkdg am wux ehu ja ee je kap uxi kadu. l wux l gatira keka.,94,i. l wux bpu. (me) (AND) (you) uxi (begin) f (place/direction/area) (?). dahpu (that) (is) (?). dast (me) (AND) (you) taga o dahpu jef hkdg am wuh (me) (AND) (you) (is). dest lef taga o dahpu dkdg am wux ehu (me) (AND) (you) (not) uxi kadu. l wux l gatira keka.,f da h ra,ra h da f,4,f,ra,50,6,,,,l wux bpu. ja ee je uxi beba f sjlup pu. dahpu yra ji pu. dast ja ee je taga o dahpu jef hkdg am wuh ja ee je ji. dest lef taga o dahpu dkdg am wux ehu ja ee je kap uxi kadu. l wux l gatira keka.,,,,,,,,,0-1,#6495ED,,,,l wux bpu. (me) (AND) (you) uxi (begin) f (place/direction/area) (?). dahpu (that) (is) (?). dast (me) (AND) (you) taga o dahpu jef hkdg am wuh (me) (AND) (you) (is). dest lef taga o dahpu dkdg am wux ehu (me) (AND) (you) (not) uxi kadu. l wux l gatira keka.,,,,,,,,
fdylb,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. palb tkr aozh l alb dyt. alp l uku ji dr l alb hji. alp yra ahk lela akydep vx yra dr l alb ji.,52,i. palb tkr aozh l alb dyt. alp l uku (is) dr l alb (isn't). alp (that) ahk (time) akydep vx (that) dr l alb (is).,f d y l b,b l y d f,5,f,b,25,5,,,,palb tkr aozh l alb dyt. alp l uku ji dr l alb hji. alp yra ahk lela akydep vx yra dr l alb ji.,,,,,,,,,0-1,#6495ED,,,,palb tkr aozh l alb dyt. alp l uku (is) dr l alb (isn't). alp (that) ahk (time) akydep vx (that) dr l alb (is).,,,,,,,,
fgah,,k.,,1,purple,verb/adverb/article,0,0,8,0,k. vh qah qahh kytu.,12,k. (at) qah qahh kytu.,f ga h,h ga f,3,f,h,4,4,,vh qah qahh kytu.,,,,,,,,,,,>1,#9370DB,,(at) qah qahh kytu.,,,,,,,,,,
fgauqr,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. law l airli ji. dku zkehu ehu lela vda. aokasx jeqr duta. chla z vlzu l airli ji.,53,i. law l airli (is). dku zkehu ehu (time) vda. aokasx jeqr duta. chla z vlzu l airli (is).,f ga u qr,qr u ga f,4,f,qr,18,6,,,,law l airli ji. dku zkehu ehu lela vda. aokasx jeqr duta. chla z vlzu l airli ji.,,,,,,,,,0-1,#6495ED,,,,law l airli (is). dku zkehu ehu (time) vda. aokasx jeqr duta. chla z vlzu l airli (is).,,,,,,,,
fgaux,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. dku jeqr hhk lela duta. law thg lela vx cji gudde. yamte lela kyin aozh ewer hhk lela dkdg.,47,i. dku jeqr hhk (time) duta. law thg (time) vx (today) gudde. (THREE) (time) kyin aozh ewer hhk (time) dkdg.,f ga ux,ux ga f,3,f,ux,19,5,,,,dku jeqr hhk lela duta. law thg lela vx cji gudde. yamte lela kyin aozh ewer hhk lela dkdg.,,,,,,,,,0-1,#6495ED,,,,dku jeqr hhk (time) duta. law thg (time) vx (today) gudde. (THREE) (time) kyin aozh ewer hhk (time) dkdg.,,,,,,,,
fgetair,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. ysi aiguux l tair dkdg. taar ji kat yra yamte kyin o kat taber yra ji. vk siuaa gega xhg ysi aiguux ji kat kauin yl ysi vx yl yre kyin. yamte l tair hhg.,75,i. (TWO) aiguux l tair dkdg. taar (is) kat (that) (THREE) kyin o kat taber (that) (is). (to/do) (mixed) gega xhg (TWO) aiguux (is) kat kauin yl (TWO) vx yl (this) kyin. (THREE) l tair hhg.,f ge ta i r,r i ta ge f,5,f,r,35,7,,,,ysi aiguux l tair dkdg. taar ji kat yra yamte kyin o kat taber yra ji. vk siuaa gega xhg ysi aiguux ji kat kauin yl ysi vx yl yre kyin. yamte l tair hhg.,,,,,,,,,0-1,#6495ED,,,,(TWO) aiguux l tair dkdg. taar (is) kat (that) (THREE) kyin o kat taber (that) (is). (to/do) (mixed) gega xhg (TWO) aiguux (is) kat kauin yl (TWO) vx yl (this) kyin. (THREE) l tair hhg.,,,,,,,,
fgiahh,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. vk qahh f l asj l asj z qahh hji. gaint vk qahh f l asj ji. vx fasjh tta guo l asj z qahh ji. giduh z ginger vt qahh f l asj bki. l akydep giduh z ginger hkdg.,104,i. (to/do) qahh f l asj l asj z qahh (isn't). gaint (to/do) qahh f l asj (is). vx fasjh tta guo l asj z qahh (is). giduh z ginger vt qahh f l asj bki. l akydep giduh z ginger hkdg.,f g i a hh,hh a i g f,5,f,hh,41,6,,,,vk qahh f l asj l asj z qahh hji. gaint vk qahh f l asj ji. vx fasjh tta guo l asj z qahh ji. giduh z ginger vt qahh f l asj bki. l akydep giduh z ginger hkdg.,,,,,,,,,0-1,#6495ED,,,,(to/do) qahh f l asj l asj z qahh (isn't). gaint (to/do) qahh f l asj (is). vx fasjh tta guo l asj z qahh (is). giduh z ginger vt qahh f l asj bki. l akydep giduh z ginger hkdg.,,,,,,,,
fginly,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. xzt tair fbeprs ji o je ja shlp. ley guo z ja ji aa ley guo z je ji. xsiga l amx ee xgin hji. ykai z yre lela xyt. olla ykai z ginger yras ji.,75,i. xzt tair fbeprs (is) o (you) (me) shlp. ley guo z (me) (is) aa ley guo z (you) (is). xsiga l amx (AND) xgin (isn't). ykai z (this) (time) xyt. olla ykai z ginger yras (is).,f g in l y,y l in g f,5,f,y,36,6,,,,xzt tair fbeprs ji o je ja shlp. ley guo z ja ji aa ley guo z je ji. xsiga l amx ee xgin hji. ykai z yre lela xyt. olla ykai z ginger yras ji.,,,,,,,,,0-1,#6495ED,,,,xzt tair fbeprs (is) o (you) (me) shlp. ley guo z (me) (is) aa ley guo z (you) (is). xsiga l amx (AND) xgin (isn't). ykai z (this) (time) xyt. olla ykai z ginger yras (is).,,,,,,,,
fgubea,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. beba z cji je kap yk ji. dust du kaw dku yra je cht o guo z je beba z yra kadu.,29,i. (begin) z (today) (you) (not) yk (is). dust du kaw dku (that) (you) cht o guo z (you) (begin) z (that) kadu.,f gu be a,a be gu f,4,f,a,22,6,,,,beba z cji je kap yk ji. dust du kaw dku yra je cht o guo z je beba z yra kadu.,,,,,,,,,0-1,#6495ED,,,,(begin) z (today) (you) (not) yk (is). dust du kaw dku (that) (you) cht o guo z (you) (begin) z (that) kadu.,,,,,,,,
